prov_name,year,dynasty_share,gov_is_dynasty,vice_gov_is_dynasty,ira_funding_million_php,time_idx,poverty_incidence
Lanao Del Sur,2016,39.20863342285156,0,0,1828.6,16,71.66666666666667
Lanao Del Sur,2017,39.20863342285156,0,0,2096.3,17,71.43333333333334
Lanao Del Sur,2018,39.20863342285156,0,0,2252.8,18,71.2
Lanao Del Sur,2019,39.83957290649414,1,1,2511.2,19,51.1
Lanao Del Sur,2020,39.83957290649414,1,1,2831.4,20,31.0
Lanao Del Sur,2021,39.83957290649414,1,1,3034.6,21,10.9
Lanao Del Sur,2022,45.56962203979492,1,1,4184.6,22,14.399999999999999
Leyte,2000,21.633554458618164,1,1,611.2,0,47.0
Leyte,2001,22.61640739440918,1,1,634.2,1,45.43333333333333
Leyte,2002,22.61640739440918,1,1,661.2,2,43.86666666666667
Leyte,2003,22.61640739440918,1,1,690.6,3,42.3
Leyte,2004,20.861677169799805,0,0,690.7,4,43.96666666666666
Leyte,2005,20.861677169799805,0,0,741.2,5,45.63333333333333
Leyte,2006,20.861677169799805,0,0,807.8,6,47.3
Leyte,2007,22.22222137451172,0,0,883.0,7,43.63333333333333
Leyte,2008,22.22222137451172,0,0,974.8,8,39.96666666666666
Leyte,2009,22.22222137451172,0,0,1144.78,9,36.3
Leyte,2010,24.944812774658203,1,0,1111.99,10,37.266666666666666
Leyte,2011,24.944812774658203,1,0,1197.78,11,38.233333333333334
Leyte,2012,24.944812774658203,1,0,1143.94,12,39.2
Leyte,2013,21.559633255004883,1,1,1251.37,13,36.46666666666667
Leyte,2014,21.559633255004883,1,1,1405.38,14,33.733333333333334
Leyte,2015,21.559633255004883,1,1,1595.0,15,31.0
Leyte,2016,27.21238899230957,1,0,1745.3,16,30.066666666666666
Leyte,2017,27.21238899230957,1,0,1974.4,17,29.133333333333333
Leyte,2018,27.21238899230957,1,0,2115.1,18,28.2
Leyte,2019,28.035320281982425,1,0,2257.2,19,28.0
Leyte,2020,28.035320281982425,1,0,2545.0,20,27.8
Leyte,2021,28.035320281982425,1,0,2727.7,21,27.6
Leyte,2022,25.05592918395996,1,1,3761.3,22,27.6
Maguindanao,2000,36.89320373535156,1,1,360.3,0,73.0
Maguindanao,2001,39.38053131103515,1,1,319.7,1,71.36666666666666
Maguindanao,2002,39.38053131103515,1,1,453.6,2,69.73333333333333
Maguindanao,2003,39.38053131103515,1,1,476.9,3,68.1
Maguindanao,2004,47.71929931640625,1,1,477.0,4,68.5
Maguindanao,2005,47.71929931640625,1,1,516.5,5,68.89999999999999
Maguindanao,2006,47.71929931640625,1,1,569.2,6,69.3
Maguindanao,2007,32.16783142089844,1,1,376.35,7,63.6
Maguindanao,2008,32.16783142089844,1,1,470.70000000000005,8,57.9
Maguindanao,2009,32.16783142089844,1,1,590.83,9,52.2
Maguindanao,2010,51.66666793823242,1,1,1078.63,10,56.03333333333334
Maguindanao,2011,51.66666793823242,1,1,1169.04,11,59.86666666666667
Maguindanao,2012,51.66666793823242,1,1,1112.22,12,63.7
Maguindanao,2013,47.109825134277344,1,1,1047.64,13,61.53333333333334
Maguindanao,2014,47.109825134277344,1,1,1186.58,14,59.36666666666667
Maguindanao,2015,47.109825134277344,1,1,1357.7,15,57.2
Maguindanao,2016,49.21466064453125,1,1,1493.1,16,54.300000000000004
Maguindanao,2017,49.21466064453125,1,1,1796.2,17,51.4
Maguindanao,2018,49.21466064453125,1,1,1930.2,18,48.5
Maguindanao,2019,50.5405387878418,1,1,2151.5,19,45.0
Maguindanao,2020,50.5405387878418,1,1,2426.0,20,41.5
Maguindanao,2021,50.5405387878418,1,1,2600.1,21,38.0
Maguindanao,2022,52.84973907470703,1,1,3585.3,22,39.93333333333334
Marinduque,2000,5.633802890777588,0,1,143.4,0,64.7
Marinduque,2001,8.450704574584961,0,1,162.0,1,58.93333333333334
Marinduque,2002,8.450704574584961,0,1,186.1,2,53.166666666666664
Marinduque,2003,8.450704574584961,0,1,194.6,3,47.4
Marinduque,2004,11.267605781555176,0,0,194.6,4,48.46666666666667
Marinduque,2005,11.267605781555176,0,0,208.8,5,49.53333333333333
Marinduque,2006,11.267605781555176,0,0,228.1,6,50.6
Marinduque,2007,9.836065292358398,0,0,247.7,7,44.93333333333334
Marinduque,2008,9.836065292358398,0,0,276.5,8,39.266666666666666
Marinduque,2009,9.836065292358398,0,0,325.72,9,33.6
Marinduque,2010,8.450704574584961,0,0,347.78,10,33.36666666666667
Marinduque,2011,8.450704574584961,0,0,376.96,11,33.13333333333333
Marinduque,2012,8.450704574584961,0,0,359.62,12,32.9
Marinduque,2013,15.492958068847656,0,0,388.2,13,27.333333333333332
Marinduque,2014,15.492958068847656,0,0,437.0,14,21.766666666666666
Marinduque,2015,15.492958068847656,0,0,497.1,15,16.2
Marinduque,2016,8.450704574584961,0,0,543.5,16,15.7
Marinduque,2017,8.450704574584961,0,0,603.3,17,15.2
Marinduque,2018,8.450704574584961,0,0,646.8,18,14.7
Marinduque,2019,12.676055908203123,1,0,698.4,19,17.166666666666668
Marinduque,2020,12.676055908203123,1,0,787.4,20,19.633333333333333
Marinduque,2021,12.676055908203123,1,0,843.9,21,22.1
Marinduque,2022,22.53521156311035,1,0,1163.7,22,17.65
Masbate,2000,23.55555534362793,0,1,330.5,0,77.0
Masbate,2001,27.75330352783203,0,0,326.5,1,72.46666666666667
Masbate,2002,27.75330352783203,0,0,393.6,2,67.93333333333334
Masbate,2003,27.75330352783203,0,0,411.8,3,63.4
Masbate,2004,24.229074478149418,0,0,411.9,4,62.1
Masbate,2005,24.229074478149418,0,0,443.0,5,60.8
Masbate,2006,24.229074478149418,0,0,484.4,6,59.5
Masbate,2007,25.80645179748535,0,0,530.0,7,58.43333333333333
Masbate,2008,25.80645179748535,0,0,594.1,8,57.36666666666667
Masbate,2009,25.80645179748535,0,0,700.94,9,56.3
Masbate,2010,28.634361267089844,1,0,746.13,10,54.63333333333333
Masbate,2011,28.634361267089844,1,0,806.36,11,52.96666666666666
Masbate,2012,28.634361267089844,1,0,769.01,12,51.3
Masbate,2013,30.837003707885746,1,1,860.88,13,49.33333333333333
Masbate,2014,30.837003707885746,1,1,970.05,14,47.36666666666667
Masbate,2015,30.837003707885746,1,1,1104.5,15,45.4
Masbate,2016,29.95594787597656,1,0,1210.5,16,41.266666666666666
Masbate,2017,29.95594787597656,1,0,1355.8,17,37.13333333333333
Masbate,2018,29.95594787597656,1,0,1454.2,18,33.0
Masbate,2019,29.515419006347656,1,1,1578.8,19,31.233333333333334
Masbate,2020,29.515419006347656,1,1,1780.2,20,29.466666666666665
Masbate,2021,29.515419006347656,1,1,1908.0,21,27.7
Masbate,2022,37.0044059753418,1,1,2631.0,22,23.45
Misamis Occidental,2000,21.276596069335938,0,1,242.2,0,60.3
Misamis Occidental,2001,21.808509826660156,0,1,256.7,1,58.3
Misamis Occidental,2002,21.808509826660156,0,1,286.1,2,56.3
Misamis Occidental,2003,21.808509826660156,0,1,299.2,3,54.3
Misamis Occidental,2004,22.63157844543457,0,1,299.2,4,54.96666666666666
Misamis Occidental,2005,22.63157844543457,0,1,321.5,5,55.63333333333333
Misamis Occidental,2006,22.63157844543457,0,1,351.2,6,56.3
Misamis Occidental,2007,25.55555534362793,0,1,383.1,7,53.03333333333333
Misamis Occidental,2008,25.55555534362793,0,1,430.0,8,49.766666666666666
Misamis Occidental,2009,25.55555534362793,0,1,506.71,9,46.5
Misamis Occidental,2010,19.078947067260746,0,0,539.82,10,45.266666666666666
Misamis Occidental,2011,19.078947067260746,0,0,587.5,11,44.03333333333333
Misamis Occidental,2012,19.078947067260746,0,0,560.61,12,42.8
Misamis Occidental,2013,26.285715103149418,0,1,621.09,13,40.83333333333333
Misamis Occidental,2014,26.285715103149418,0,1,698.91,14,38.86666666666667
Misamis Occidental,2015,26.285715103149418,0,1,794.7,15,36.9
Misamis Occidental,2016,31.578947067260746,0,1,866.1,16,33.53333333333333
Misamis Occidental,2017,31.578947067260746,0,1,966.2,17,30.166666666666668
Misamis Occidental,2018,31.578947067260746,0,1,1036.0,18,26.8
Misamis Occidental,2019,28.947368621826172,1,1,1120.7,19,26.1
Misamis Occidental,2020,28.947368621826172,1,1,1263.6,20,25.4
Misamis Occidental,2021,28.947368621826172,1,1,1354.3,21,24.7
Misamis Occidental,2022,25.263158798217773,1,1,1867.5,22,27.45
Misamis Oriental,2000,26.33452033996582,1,1,287.1,0,38.7
Misamis Oriental,2001,21.771217346191406,1,0,274.0,1,37.4
Misamis Oriental,2002,21.771217346191406,1,0,350.6,2,36.1
Misamis Oriental,2003,21.771217346191406,1,0,367.2,3,34.8
Misamis Oriental,2004,21.70818519592285,0,1,367.2,4,35.699999999999996
Misamis Oriental,2005,21.70818519592285,0,1,395.4,5,36.6
Misamis Oriental,2006,21.70818519592285,0,1,432.8,6,37.5
Misamis Oriental,2007,22.826086044311523,0,0,473.8,7,34.63333333333333
Misamis Oriental,2008,22.826086044311523,0,0,540.3,8,31.766666666666666
Misamis Oriental,2009,22.826086044311523,0,0,638.54,9,28.9
Misamis Oriental,2010,22.22222137451172,0,0,680.35,10,27.066666666666666
Misamis Oriental,2011,22.22222137451172,0,0,735.95,11,25.23333333333333
Misamis Oriental,2012,22.22222137451172,0,0,701.57,12,23.4
Misamis Oriental,2013,25.0,1,1,787.17,13,22.03333333333333
Misamis Oriental,2014,25.0,1,1,887.76,14,20.666666666666668
Misamis Oriental,2015,25.0,1,1,1011.6,15,19.3
Misamis Oriental,2016,27.77777862548828,1,1,1109.1,16,18.133333333333333
Misamis Oriental,2017,27.77777862548828,1,1,1255.0,17,16.96666666666667
Misamis Oriental,2018,27.77777862548828,1,1,1346.6,18,15.8
Misamis Oriental,2019,27.08333396911621,1,1,1468.9,19,16.766666666666666
Misamis Oriental,2020,27.08333396911621,1,1,1656.3,20,17.733333333333334
Misamis Oriental,2021,27.08333396911621,1,1,1775.1,21,18.7
Misamis Oriental,2022,27.43055534362793,1,0,2447.8,22,18.0
Mountain Province,2000,0.0,0,0,178.2,0,55.6
Mountain Province,2001,1.801801800727844,0,0,188.3,1,56.06666666666667
Mountain Province,2002,1.801801800727844,0,0,198.6,2,56.53333333333333
Mountain Province,2003,1.801801800727844,0,0,207.5,3,57.0
Mountain Province,2004,2.702702760696411,0,1,207.6,4,54.8
Mountain Province,2005,2.702702760696411,0,1,222.4,5,52.6
Mountain Province,2006,2.702702760696411,0,1,242.6,6,50.4
Mountain Province,2007,1.8348623514175415,0,0,263.3,7,51.0
Mountain Province,2008,1.8348623514175415,0,0,296.4,8,51.6
Mountain Province,2009,1.8348623514175415,0,0,348.67,9,52.2
Mountain Province,2010,1.801801800727844,0,1,371.91,10,47.333333333333336
Mountain Province,2011,1.801801800727844,0,1,402.73,11,42.46666666666667
Mountain Province,2012,1.801801800727844,0,1,384.34,12,37.6
Mountain Province,2013,1.801801800727844,0,1,420.33,13,38.06666666666667
Mountain Province,2014,1.801801800727844,0,1,472.84,14,38.53333333333333
Mountain Province,2015,1.801801800727844,0,1,537.5,15,39.0
Mountain Province,2016,3.603603601455689,0,0,587.6,16,34.2
Mountain Province,2017,3.603603601455689,0,0,653.3,17,29.4
Mountain Province,2018,3.603603601455689,0,0,700.2,18,24.6
Mountain Province,2019,7.207207202911377,1,0,753.4,19,23.8
Mountain Province,2020,7.207207202911377,1,0,849.5,20,23.0
Mountain Province,2021,7.207207202911377,1,0,910.4,21,22.2
Mountain Province,2022,3.603603601455689,0,0,1255.4,22,19.5
Negros Occidental,2000,24.068767547607425,0,1,769.0,0,58.7
Negros Occidental,2001,23.848237991333008,1,1,769.9,1,52.300000000000004
Negros Occidental,2002,23.848237991333008,1,1,856.0,2,45.9
Negros Occidental,2003,23.848237991333008,1,1,896.2,3,39.5
Negros Occidental,2004,25.069637298583984,1,1,896.3,4,40.333333333333336
Negros Occidental,2005,25.069637298583984,1,1,965.8,5,41.166666666666664
Negros Occidental,2006,25.069637298583984,1,1,1057.1,6,42.0
Negros Occidental,2007,25.671642303466797,1,1,1161.3,7,38.13333333333333
Negros Occidental,2008,25.671642303466797,1,1,1309.6,8,34.266666666666666
Negros Occidental,2009,25.671642303466797,1,1,1547.02,9,30.4
Negros Occidental,2010,30.623306274414062,1,1,1644.81,10,31.03333333333333
Negros Occidental,2011,30.623306274414062,1,1,1791.43,11,31.666666666666664
Negros Occidental,2012,30.623306274414062,1,1,1708.71,12,32.3
Negros Occidental,2013,29.80501365661621,1,1,1844.53,13,31.2
Negros Occidental,2014,29.80501365661621,1,1,2061.21,14,30.099999999999998
Negros Occidental,2015,29.80501365661621,1,1,2347.8,15,29.0
Negros Occidental,2016,30.081300735473633,1,1,2575.8,16,25.8
Negros Occidental,2017,30.081300735473633,1,1,2832.3,17,22.599999999999998
Negros Occidental,2018,30.081300735473633,1,1,3038.2,18,19.4
Negros Occidental,2019,32.24932098388672,0,1,3304.5,19,20.2
Negros Occidental,2020,32.24932098388672,0,1,3725.9,20,21.0
Negros Occidental,2021,32.24932098388672,0,1,3993.3,21,21.8
Negros Occidental,2022,30.72776222229004,0,1,5506.6,22,25.0
Negros Oriental,2000,30.882352828979492,1,1,472.6,0,49.4
Negros Oriental,2001,28.727272033691406,1,1,594.1,1,47.4
Negros Oriental,2002,28.727272033691406,1,1,549.5,2,45.4
Negros Oriental,2003,28.727272033691406,1,1,574.4,3,43.4
Negros Oriental,2004,30.545454025268555,1,1,574.5,4,44.96666666666667
Negros Oriental,2005,30.545454025268555,1,1,617.3,5,46.53333333333333
Negros Oriental,2006,30.545454025268555,1,1,673.8,6,48.1
Negros Oriental,2007,31.636363983154297,1,1,737.2,7,43.13333333333333
Negros Oriental,2008,31.636363983154297,1,1,823.4,8,38.16666666666667
Negros Oriental,2009,31.636363983154297,1,1,969.26,9,33.2
Negros Oriental,2010,27.43682289123535,1,0,1030.14,10,38.833333333333336
Negros Oriental,2011,27.43682289123535,1,0,1127.74,11,44.46666666666667
Negros Oriental,2012,27.43682289123535,1,0,1076.84,12,50.1
Negros Oriental,2013,24.81481552124023,0,1,1182.61,13,48.4
Negros Oriental,2014,24.81481552124023,0,1,1319.25,14,46.7
Negros Oriental,2015,24.81481552124023,0,1,1499.2,15,45.0
Negros Oriental,2016,25.86872673034668,1,0,1634.9,16,38.5
Negros Oriental,2017,25.86872673034668,1,0,1634.9,17,38.5
Negros Oriental,2018,25.86872673034668,1,0,1634.9,18,38.5
Negros Oriental,2019,25.86872673034668,1,0,1634.9,19,38.5
Negros Oriental,2020,25.86872673034668,1,0,1634.9,20,38.5
Negros Oriental,2021,25.86872673034668,1,0,1634.9,21,38.5
Negros Oriental,2022,25.86872673034668,1,0,1634.9,22,38.5
North Cotabato,2000,13.77550983428955,1,0,465.6,0,57.9
North Cotabato,2001,11.290322303771973,1,0,432.5,1,49.3
North Cotabato,2002,11.290322303771973,1,0,550.3,2,40.7
North Cotabato,2003,11.290322303771973,1,0,577.3,3,32.1
North Cotabato,2004,14.285714149475098,1,0,577.4,4,32.93333333333334
North Cotabato,2005,14.285714149475098,1,0,623.1,5,33.766666666666666
North Cotabato,2006,14.285714149475098,1,0,684.3,6,34.6
North Cotabato,2007,15.053763389587402,0,1,753.1,7,33.266666666666666
North Cotabato,2008,15.053763389587402,0,1,877.6,8,31.933333333333334
North Cotabato,2009,15.053763389587402,0,1,1041.41,9,30.6
North Cotabato,2010,15.816326141357422,1,0,1109.4,10,37.86666666666667
North Cotabato,2011,15.816326141357422,1,0,1207.54,11,45.13333333333333
North Cotabato,2012,15.816326141357422,1,0,1150.42,12,52.4
North Cotabato,2013,20.994474411010746,0,1,1295.34,13,48.733333333333334
North Cotabato,2014,20.994474411010746,0,1,1462.83,14,45.06666666666666
North Cotabato,2015,20.994474411010746,0,1,1669.1,15,41.4
North Cotabato,2016,21.31979751586914,0,1,1825.4,16,37.33333333333333
North Cotabato,2017,21.31979751586914,0,1,2098.8,17,33.266666666666666
North Cotabato,2018,21.31979751586914,0,1,2253.6,18,29.2
North Cotabato,2019,20.812183380126953,1,0,2484.0,19,30.066666666666666
North Cotabato,2020,20.812183380126953,1,0,2800.8,20,30.933333333333334
North Cotabato,2021,20.812183380126953,1,0,3001.8,21,31.8
North Cotabato,2022,28.42639541625977,0,1,4139.3,22,27.85
Northern Samar,2000,23.622047424316406,0,0,310.4,0,58.1
Northern Samar,2001,26.068376541137695,0,0,307.7,1,52.333333333333336
Northern Samar,2002,26.068376541137695,0,0,347.4,2,46.56666666666666
Northern Samar,2003,26.068376541137695,0,0,362.6,3,40.8
Northern Samar,2004,25.819671630859375,1,0,362.6,4,47.56666666666666
Northern Samar,2005,25.819671630859375,1,0,388.2,5,54.333333333333336
Northern Samar,2006,25.819671630859375,1,0,422.6,6,61.1
Northern Samar,2007,24.78632545471191,1,1,460.0,7,58.1
Northern Samar,2008,24.78632545471191,1,1,516.5,8,55.1
Northern Samar,2009,24.78632545471191,1,1,605.84,9,52.1
Northern Samar,2010,27.165353775024418,1,1,643.96,10,51.46666666666667
Northern Samar,2011,27.165353775024418,1,1,694.71,11,50.833333333333336
Northern Samar,2012,27.165353775024418,1,1,663.47,12,50.2
Northern Samar,2013,26.95652198791504,1,1,734.39,13,52.2
Northern Samar,2014,26.95652198791504,1,1,824.92,14,54.2
Northern Samar,2015,26.95652198791504,1,1,936.4,15,56.2
Northern Samar,2016,23.622047424316406,1,0,1024.0,16,48.9
Northern Samar,2017,23.622047424316406,1,0,1147.7,17,41.6
Northern Samar,2018,23.622047424316406,1,0,1229.5,18,34.3
Northern Samar,2019,28.34645652770996,1,0,1313.7,19,31.499999999999996
Northern Samar,2020,28.34645652770996,1,0,1480.2,20,28.7
Northern Samar,2021,28.34645652770996,1,0,1586.4,21,25.9
Northern Samar,2022,28.34645652770996,1,0,2187.5,22,27.549999999999997
Nueva Ecija,2000,31.4121036529541,1,1,561.4,0,25.4
Nueva Ecija,2001,38.08139419555664,1,1,492.5,1,25.966666666666665
Nueva Ecija,2002,38.08139419555664,1,1,663.7,2,26.533333333333335
Nueva Ecija,2003,38.08139419555664,1,1,695.7,3,27.1
Nueva Ecija,2004,41.96428680419922,1,1,695.8,4,30.633333333333336
Nueva Ecija,2005,41.96428680419922,1,1,750.9,5,34.16666666666667
Nueva Ecija,2006,41.96428680419922,1,1,823.4,6,37.7
Nueva Ecija,2007,36.92307662963867,0,1,905.5,7,35.1
Nueva Ecija,2008,36.92307662963867,0,1,1027.6,8,32.5
Nueva Ecija,2009,36.92307662963867,0,1,1027.6,9,32.5
Nueva Ecija,2010,36.92307662963867,0,1,1027.6,10,32.5
Nueva Ecija,2011,36.92307662963867,0,1,1027.6,11,32.5
Nueva Ecija,2012,36.92307662963867,0,1,1027.6,12,32.5
Nueva Ecija,2013,36.92307662963867,0,1,1027.6,13,32.5
Nueva Ecija,2014,36.92307662963867,0,1,1027.6,14,32.5
Nueva Ecija,2015,36.92307662963867,0,1,1027.6,15,32.5
Nueva Ecija,2016,36.92307662963867,0,1,1027.6,16,32.5
Nueva Ecija,2017,35.62874221801758,1,0,2383.3,17,13.200000000000001
Nueva Ecija,2018,35.62874221801758,1,0,2558.0,18,8.5
Nueva Ecija,2019,39.59537506103515,1,1,2804.1,19,10.3
Nueva Ecija,2020,39.59537506103515,1,1,3161.7,20,12.1
Nueva Ecija,2021,39.59537506103515,1,1,3388.6,21,13.9
Nueva Ecija,2022,41.04046249389648,1,1,4672.7,22,12.05
Nueva Vizcaya,2000,7.692307472229004,0,0,257.9,0,25.7
Nueva Vizcaya,2001,21.472393035888672,0,0,262.3,1,21.166666666666664
Nueva Vizcaya,2002,21.472393035888672,0,0,302.9,2,16.633333333333333
Nueva Vizcaya,2003,21.472393035888672,0,0,317.2,3,12.1
Nueva Vizcaya,2004,18.954248428344727,0,0,317.3,4,13.633333333333333
Nueva Vizcaya,2005,18.954248428344727,0,0,341.3,5,15.166666666666666
Nueva Vizcaya,2006,18.954248428344727,0,0,373.7,6,16.7
Nueva Vizcaya,2007,11.11111068725586,0,0,408.7,7,15.566666666666666
Nueva Vizcaya,2008,11.11111068725586,0,0,461.8,8,14.433333333333334
Nueva Vizcaya,2009,11.11111068725586,0,0,545.84,9,13.3
Nueva Vizcaya,2010,15.950920104980469,0,1,581.83,10,15.766666666666667
Nueva Vizcaya,2011,15.950920104980469,0,1,633.67,11,18.233333333333334
Nueva Vizcaya,2012,15.950920104980469,0,1,604.24,12,20.7
Nueva Vizcaya,2013,12.269938468933104,1,0,667.01,13,18.333333333333332
Nueva Vizcaya,2014,12.269938468933104,1,0,751.74,14,15.966666666666665
Nueva Vizcaya,2015,12.269938468933104,1,0,856.1,15,13.6
Nueva Vizcaya,2016,22.08588981628418,1,0,934.0,16,14.433333333333334
Nueva Vizcaya,2017,22.08588981628418,1,0,1051.5,17,15.266666666666667
Nueva Vizcaya,2018,22.08588981628418,1,0,1128.2,18,16.1
Nueva Vizcaya,2019,15.33742332458496,1,0,1230.5,19,15.833333333333334
Nueva Vizcaya,2020,15.33742332458496,1,0,1387.4,20,15.566666666666668
Nueva Vizcaya,2021,15.33742332458496,1,0,1487.0,21,15.3
Nueva Vizcaya,2022,23.312883377075195,1,0,2050.4,22,13.4
Occidental Mindoro,2000,14.634146690368652,1,0,286.3,0,63.0
Occidental Mindoro,2001,13.821138381958008,0,0,285.5,1,58.833333333333336
Occidental Mindoro,2002,13.821138381958008,0,0,344.1,2,54.666666666666664
Occidental Mindoro,2003,13.821138381958008,0,0,360.3,3,50.5
Occidental Mindoro,2004,8.943089485168457,0,0,360.3,4,52.666666666666664
Occidental Mindoro,2005,8.943089485168457,0,0,387.4,5,54.833333333333336
Occidental Mindoro,2006,8.943089485168457,0,0,424.0,6,57.0
Occidental Mindoro,2007,17.886178970336914,0,0,464.0,7,49.96666666666667
Occidental Mindoro,2008,17.886178970336914,0,0,528.3,8,42.93333333333333
Occidental Mindoro,2009,17.886178970336914,0,0,624.32,9,35.9
Occidental Mindoro,2010,24.39024353027344,0,0,665.05,10,36.63333333333333
Occidental Mindoro,2011,24.39024353027344,0,0,723.87,11,37.36666666666667
Occidental Mindoro,2012,24.39024353027344,0,0,690.31,12,38.1
Occidental Mindoro,2013,22.76422691345215,1,0,764.93,13,39.13333333333333
Occidental Mindoro,2014,22.76422691345215,1,0,861.96,14,40.16666666666667
Occidental Mindoro,2015,22.76422691345215,1,0,981.4,15,41.2
Occidental Mindoro,2016,19.512195587158203,0,0,1071.0,16,34.7
Occidental Mindoro,2017,19.512195587158203,0,0,1207.1,17,28.200000000000003
Occidental Mindoro,2018,19.512195587158203,0,0,1295.0,18,21.7
Occidental Mindoro,2019,26.829267501831055,0,0,1411.4,19,24.566666666666666
Occidental Mindoro,2020,26.829267501831055,0,0,1591.3,20,27.433333333333334
Occidental Mindoro,2021,26.829267501831055,0,0,1705.5,21,30.3
Occidental Mindoro,2022,20.32520294189453,0,0,2351.8,22,29.200000000000003
Oriental Mindoro,2000,16.66666603088379,0,1,328.9,0,51.4
Oriental Mindoro,2001,19.879518508911133,0,0,314.8,1,49.03333333333333
Oriental Mindoro,2002,19.879518508911133,0,0,384.3,2,46.666666666666664
Oriental Mindoro,2003,19.879518508911133,0,0,402.3,3,44.3
Oriental Mindoro,2004,8.333333015441895,0,0,402.4,4,47.9
Oriental Mindoro,2005,8.333333015441895,0,0,433.0,5,51.5
Oriental Mindoro,2006,8.333333015441895,0,0,474.0,6,55.1
Oriental Mindoro,2007,18.072288513183594,0,1,519.0,7,48.766666666666666
Oriental Mindoro,2008,18.072288513183594,0,1,580.8,8,42.43333333333334
Oriental Mindoro,2009,18.072288513183594,0,1,686.14,9,36.1
Oriental Mindoro,2010,27.710844039916992,1,1,730.7,10,33.833333333333336
Oriental Mindoro,2011,27.710844039916992,1,1,790.08,11,31.566666666666666
Oriental Mindoro,2012,27.710844039916992,1,1,753.27,12,29.3
Oriental Mindoro,2013,24.698795318603516,1,1,837.14,13,26.733333333333334
Oriental Mindoro,2014,24.698795318603516,1,1,943.82,14,24.166666666666668
Oriental Mindoro,2015,24.698795318603516,1,1,1075.2,15,21.6
Oriental Mindoro,2016,24.203821182250977,1,0,1178.7,16,18.0
Oriental Mindoro,2017,24.203821182250977,1,0,1324.1,17,14.400000000000002
Oriental Mindoro,2018,24.203821182250977,1,0,1420.5,18,10.8
Oriental Mindoro,2019,22.289155960083008,0,0,1546.9,19,13.233333333333334
Oriental Mindoro,2020,22.289155960083008,0,0,1744.1,20,15.666666666666668
Oriental Mindoro,2021,22.289155960083008,0,0,1869.3,21,18.1
Oriental Mindoro,2022,20.4819278717041,0,0,2577.7,22,19.35
Palawan,2000,21.09375,0,1,584.5,0,48.9
Palawan,2001,24.124513626098633,1,1,562.4,1,49.93333333333333
Palawan,2002,24.124513626098633,1,1,695.4,2,50.96666666666667
Palawan,2003,24.124513626098633,1,1,729.1,3,52.0
Palawan,2004,24.609375,1,1,707.8,4,51.1
Palawan,2005,24.609375,1,1,777.5,5,50.199999999999996
Palawan,2006,24.609375,1,1,853.7,6,49.3
Palawan,2007,25.22123908996582,1,0,940.4,7,43.166666666666664
Palawan,2008,25.22123908996582,1,0,937.2,8,37.03333333333333
Palawan,2009,25.22123908996582,1,0,1111.21,9,30.9
Palawan,2010,25.882352828979492,0,1,1183.13,10,29.4
Palawan,2011,25.882352828979492,0,1,1288.59,11,27.9
Palawan,2012,25.882352828979492,0,1,1227.93,12,26.4
Palawan,2013,26.399999618530273,1,0,1382.48,13,23.266666666666666
Palawan,2014,26.399999618530273,1,0,1560.45,14,20.133333333333333
Palawan,2015,26.399999618530273,1,0,1779.6,15,17.0
Palawan,2016,24.48132705688477,0,0,1944.5,16,15.366666666666667
Palawan,2017,24.48132705688477,0,0,2210.3,17,13.733333333333333
Palawan,2018,24.48132705688477,0,0,2372.9,18,12.1
Palawan,2019,31.25,1,1,2609.9,19,12.666666666666666
Palawan,2020,31.25,1,1,2942.8,20,13.233333333333334
Palawan,2021,31.25,1,1,3154.0,21,13.8
Palawan,2022,27.6264591217041,1,0,4349.1,22,18.1
Pampanga,2000,44.769874572753906,1,0,456.0,0,18.9
Pampanga,2001,32.60869598388672,1,0,422.7,1,17.5
Pampanga,2002,32.60869598388672,1,0,582.4,2,16.099999999999998
Pampanga,2003,32.60869598388672,1,0,609.5,3,14.7
Pampanga,2004,37.91666793823242,0,1,609.6,4,13.4
Pampanga,2005,37.91666793823242,0,1,656.7,5,12.1
Pampanga,2006,37.91666793823242,0,1,718.2,6,10.8
Pampanga,2007,36.5217399597168,0,0,787.4,7,9.5
Pampanga,2008,36.5217399597168,0,0,924.3,8,8.200000000000001
Pampanga,2009,36.5217399597168,0,0,1091.26,9,6.9
Pampanga,2010,38.095237731933594,1,0,1160.89,10,7.133333333333334
Pampanga,2011,38.095237731933594,1,0,1260.78,11,7.366666666666666
Pampanga,2012,38.095237731933594,1,0,1202.55,12,7.6
Pampanga,2013,40.83333206176758,1,1,1332.12,13,6.7
Pampanga,2014,40.83333206176758,1,1,1500.49,14,5.8
Pampanga,2015,40.83333206176758,1,1,1707.8,15,4.9
Pampanga,2016,43.388431549072266,1,1,1865.0,16,4.266666666666667
Pampanga,2017,43.388431549072266,1,1,2109.4,17,3.6333333333333337
Pampanga,2018,43.388431549072266,1,1,2262.8,18,3.0
Pampanga,2019,49.180328369140625,1,1,2460.5,19,3.6333333333333333
Pampanga,2020,49.180328369140625,1,1,2774.3,20,4.266666666666667
Pampanga,2021,49.180328369140625,1,1,2973.5,21,4.9
Pampanga,2022,43.388431549072266,1,1,4100.2,22,3.3000000000000003
Pangasinan,2000,38.095237731933594,1,0,762.3,0,46.0
Pangasinan,2001,35.74297332763672,1,0,699.1,1,41.233333333333334
Pangasinan,2002,35.74297332763672,1,0,880.3,2,36.46666666666667
