prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon,risk_tier,pi_width,dynasty_share_2022,delta_from_2022,trajectory
Cavite,2026,36.768218994140625,40.49968719482422,44.99253845214844,2028,Moderate Risk,8.224319458007812,41.00719451904297,-0.50750732421875,Stable
Cavite,2027,36.904727935791016,40.92267608642578,45.83783721923828,2028,Moderate Risk,8.933109283447266,41.00719451904297,-0.0845184326171875,Stable
Cavite,2028,36.99900817871094,41.288143157958984,46.60822296142578,2028,Moderate Risk,9.609214782714844,41.00719451904297,0.2809486389160156,Stable
Cebu,2023,30.599525451660156,34.09326934814453,38.90098190307617,2028,Moderate Risk,8.301456451416016,33.099822998046875,0.9934463500976562,Stable
Cebu,2024,32.95766830444336,37.29191589355469,42.93101119995117,2028,Moderate Risk,9.973342895507812,33.099822998046875,4.1920928955078125,Increasing
Cebu,2025,34.087650299072266,38.552452087402344,44.6595573425293,2028,Moderate Risk,10.571907043457031,33.099822998046875,5.452629089355469,Increasing
Cebu,2026,34.39547348022461,38.95887756347656,45.430809020996094,2028,Moderate Risk,11.035335540771484,33.099822998046875,5.8590545654296875,Increasing
Cebu,2027,34.43476104736328,39.06950759887695,45.80941009521485,2028,Moderate Risk,11.37464904785157,33.099822998046875,5.969684600830078,Increasing
Cebu,2028,34.345027923583984,39.024314880371094,45.946136474609375,2028,Moderate Risk,11.60110855102539,33.099822998046875,5.924491882324219,Increasing
Davao De Oro,2023,21.36539649963379,26.591949462890625,32.90131378173828,2028,Low Risk,11.535917282104492,31.45161247253418,-4.859663009643555,Decreasing
Davao De Oro,2024,20.443002700805664,25.937227249145508,32.56709671020508,2028,Low Risk,12.124094009399414,31.45161247253418,-5.514385223388672,Decreasing
Davao De Oro,2025,19.56757354736328,25.276369094848633,32.12915802001953,2028,Low Risk,12.56158447265625,31.45161247253418,-6.175243377685547,Decreasing
Davao De Oro,2026,18.92556953430176,24.7553653717041,31.726224899291992,2028,Low Risk,12.80065536499023,31.45161247253418,-6.696247100830078,Decreasing
Davao De Oro,2027,18.524105072021484,24.400270462036133,31.416690826416016,2028,Low Risk,12.892585754394531,31.45161247253418,-7.051342010498047,Decreasing
Davao De Oro,2028,18.278900146484375,24.16262435913086,31.188934326171875,2028,Low Risk,12.9100341796875,31.45161247253418,-7.28898811340332,Decreasing
Davao Del Norte,2023,13.85838508605957,16.27479362487793,20.374557495117188,2028,Low Risk,6.516172409057617,16.66666603088379,-0.3918724060058594,Stable
Davao Del Norte,2024,15.794849395751951,19.967851638793945,25.633115768432617,2028,Low Risk,9.838266372680666,16.66666603088379,3.3011856079101562,Increasing
