prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon,risk_tier,pi_width,dynasty_share_2022,delta_from_2022,trajectory
Cagayan,2025,28.209375381469727,29.757923126220703,31.71240234375,2028,Low Risk,3.5030269622802734,31.391586303710938,-1.6336631774902344,Stable
Cagayan,2026,28.103260040283203,29.67370986938477,31.772144317626953,2028,Low Risk,3.66888427734375,31.391586303710938,-1.7178764343261683,Stable
Cagayan,2027,28.04005241394043,29.616846084594727,31.821557998657227,2028,Low Risk,3.781505584716797,31.391586303710938,-1.774740219116211,Stable
Cagayan,2028,28.00575828552246,29.578285217285156,31.860492706298828,2028,Low Risk,3.854734420776367,31.391586303710938,-1.8133010864257812,Stable
Camarines Norte,2023,23.645130157470703,28.497867584228516,34.59760284423828,2028,Low Risk,10.952472686767578,21.64179039001465,6.856077194213867,Increasing
Camarines Norte,2024,23.12786293029785,28.20720672607422,34.56785583496094,2028,Low Risk,11.439992904663086,21.64179039001465,6.56541633605957,Increasing
Camarines Norte,2025,22.68867301940918,27.926082611083984,34.43946838378906,2028,Low Risk,11.750795364379885,21.64179039001465,6.284292221069336,Increasing
Camarines Norte,2026,22.36607360839844,27.68387985229492,34.297096252441406,2028,Low Risk,11.931022644042963,21.64179039001465,6.04208946228027,Increasing
Camarines Norte,2027,22.13547134399414,27.478260040283203,34.16138458251953,2028,Low Risk,12.02591323852539,21.64179039001465,5.836469650268555,Increasing
Camarines Norte,2028,21.968730926513672,27.305561065673828,34.037960052490234,2028,Low Risk,12.069229125976562,21.64179039001465,5.66377067565918,Increasing
Camarines Sur,2023,16.886184692382812,19.691221237182617,22.68328094482422,2028,Low Risk,5.797096252441406,21.22762107849121,-1.5363998413085938,Stable
Camarines Sur,2024,16.51812744140625,19.743839263916016,23.545888900756836,2028,Low Risk,7.027761459350586,21.22762107849121,-1.483781814575195,Stable
Camarines Sur,2025,16.705629348754883,20.425161361694336,24.887704849243164,2028,Low Risk,8.182075500488281,21.22762107849121,-0.802459716796875,Stable
Camarines Sur,2026,17.037397384643555,21.134265899658203,25.94608688354492,2028,Low Risk,8.908689498901364,21.22762107849121,-0.0933551788330078,Stable
Camarines Sur,2027,17.16888999938965,21.45529556274414,26.44470977783203,2028,Low Risk,9.275819778442385,21.22762107849121,0.2276744842529297,Stable
Camarines Sur,2028,17.16094207763672,21.531312942504883,26.648387908935547,2028,Low Risk,9.487445831298828,21.22762107849121,0.3036918640136719,Stable
Camiguin,2023,16.540367126464844,18.37350082397461,20.392269134521484,2028,Low Risk,3.8519020080566406,16.94915199279785,1.4243488311767578,Stable
Camiguin,2024,16.86275291442871,18.89735412597656,21.24464988708496,2028,Low Risk,4.38189697265625,16.94915199279785,1.9482021331787072,Stable
Camiguin,2025,17.199453353881836,19.414148330688477,21.929174423217773,2028,Low Risk,4.7297210693359375,16.94915199279785,2.464996337890625,Increasing
Camiguin,2026,17.300596237182617,19.603864669799805,22.219253540039062,2028,Low Risk,4.918657302856445,16.94915199279785,2.654712677001953,Increasing
Camiguin,2027,17.27010154724121,19.610137939453125,22.319965362548828,2028,Low Risk,5.049863815307617,16.94915199279785,2.6609859466552734,Increasing
Camiguin,2028,17.206750869750977,19.558658599853516,22.35806655883789,2028,Low Risk,5.151315689086914,16.94915199279785,2.609506607055664,Increasing
