prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon
Maguindanao,2026,47.28715515136719,50.7938232421875,55.17858123779297,2028
Maguindanao,2027,47.195220947265625,50.878868103027344,55.42731857299805,2028
Maguindanao,2028,47.05112838745117,50.91734313964844,55.6193962097168,2028
Marinduque,2023,16.619300842285156,20.141273498535156,24.743755340576172,2028
Marinduque,2024,16.205001831054688,19.828845977783203,24.431432723999023,2028
Marinduque,2025,15.861648559570312,19.553314208984375,24.235477447509766,2028
Marinduque,2026,15.635473251342773,19.353267669677734,24.068313598632812,2028
Marinduque,2027,15.472755432128906,19.204303741455078,23.923534393310547,2028
Marinduque,2028,15.336517333984375,19.08308219909668,23.797306060791016,2028
Masbate,2023,32.774444580078125,35.488624572753906,38.52320098876953,2028
Masbate,2024,32.46785354614258,35.42155075073242,38.60268020629883,2028
Masbate,2025,32.15765380859375,35.23436737060547,38.584625244140625,2028
Masbate,2026,31.89557456970215,35.04957580566406,38.53833770751953,2028
Masbate,2027,31.677854537963867,34.88689422607422,38.480777740478516,2028
Masbate,2028,31.494033813476562,34.7467155456543,38.41877365112305,2028
Misamis Occidental,2023,26.1729793548584,30.050575256347656,35.56455993652344,2028
Misamis Occidental,2024,26.761999130249023,30.575862884521484,35.7248420715332,2028
Misamis Occidental,2025,27.320409774780273,30.93134117126465,35.70835876464844,2028
Misamis Occidental,2026,27.4559268951416,30.964111328125,35.56101989746094,2028
Misamis Occidental,2027,27.39847183227539,30.882278442382812,35.39537811279297,2028
Misamis Occidental,2028,27.279399871826172,30.77145004272461,35.24315643310547,2028
Misamis Oriental,2023,26.263511657714844,28.0524845123291,30.31065559387207,2028
Misamis Oriental,2024,26.05640411376953,27.901897430419922,30.252309799194336,2028
Misamis Oriental,2025,25.862173080444336,27.76319694519043,30.175247192382812,2028
Misamis Oriental,2026,25.69467544555664,27.642547607421875,30.09235382080078,2028
Misamis Oriental,2027,25.55628204345703,27.541038513183594,30.01171875,2028
Misamis Oriental,2028,25.440486907958984,27.454248428344727,29.936738967895508,2028
Mountain Province,2023,0.15110300481319427,1.6705507040023804,5.479389667510986,2028
Mountain Province,2024,0.03917310759425163,0.9505038261413574,5.169229984283447,2028
Mountain Province,2025,0.036297038197517395,1.2213754653930664,6.199345111846924,2028
Mountain Province,2026,0.04862343892455101,1.6978956460952759,7.18203592300415,2028
Mountain Province,2027,0.06603803485631943,2.126065492630005,7.902510643005371,2028
Mountain Province,2028,0.08610641956329346,2.474241256713867,8.44222640991211,2028
Negros Occidental,2023,29.44765853881836,31.421857833862305,34.24221420288086,2028
Negros Occidental,2024,30.00490951538086,32.592159271240234,35.85346603393555,2028
Negros Occidental,2025,30.37236976623535,33.261409759521484,36.845985412597656,2028
Negros Occidental,2026,30.554744720458984,33.62157440185547,37.449974060058594,2028
Negros Occidental,2027,30.617450714111328,33.823184967041016,37.849700927734375,2028
Negros Occidental,2028,30.610454559326172,33.935977935791016,38.122615814208984,2028
Negros Oriental,2023,23.871915817260742,25.006654739379883,26.979747772216797,2028
Negros Oriental,2024,23.995983123779297,25.392480850219727,27.616252899169922,2028
Negros Oriental,2025,24.40629768371582,26.01566505432129,28.486783981323242,2028
Negros Oriental,2026,24.887523651123047,26.611495971679688,29.22993278503418,2028
Negros Oriental,2027,25.292890548706055,27.07320785522461,29.720338821411133,2028
Negros Oriental,2028,25.586437225341797,27.411884307861328,30.04372787475586,2028
North Cotabato,2023,21.673534393310547,25.72463607788086,30.022342681884766,2028
North Cotabato,2024,21.19613265991211,25.519548416137695,30.112966537475586,2028
North Cotabato,2025,20.807876586914062,25.252166748046875,30.04629898071289,2028
North Cotabato,2026,20.496917724609375,25.011260986328125,29.92860221862793,2028
North Cotabato,2027,20.229248046875,24.795787811279297,29.79754638671875,2028
North Cotabato,2028,19.991703033447266,24.600448608398438,29.665328979492188,2028
Northern Samar,2023,26.85848617553711,28.561580657958984,30.862808227539062,2028
Northern Samar,2024,27.105449676513672,28.785968780517578,30.98373031616211,2028
Northern Samar,2025,27.22991943359375,28.879819869995117,31.01666831970215,2028
Northern Samar,2026,27.302465438842773,28.925182342529297,31.020015716552734,2028
Northern Samar,2027,27.34842300415039,28.94832992553711,31.0101318359375,2028
Northern Samar,2028,27.37765884399414,28.959909439086914,30.99388313293457,2028
Nueva Ecija,2023,39.89879608154297,41.66651153564453,44.014305114746094,2028
Nueva Ecija,2024,40.18824768066406,42.40427780151367,45.02098083496094,2028
Nueva Ecija,2025,40.33738327026367,42.93883514404297,45.862361907958984,2028
Nueva Ecija,2026,40.50449752807617,43.40106964111328,46.579010009765625,2028
Nueva Ecija,2027,40.62369918823242,43.73060989379883,47.115997314453125,2028
Nueva Ecija,2028,40.6707649230957,43.919559478759766,47.458377838134766,2028
Nueva Vizcaya,2023,17.573997497558594,22.59434700012207,29.5227108001709,2028
Nueva Vizcaya,2024,18.645116806030273,24.21368408203125,31.38290023803711,2028
Nueva Vizcaya,2025,19.453266143798828,25.388669967651367,32.777679443359375,2028
Nueva Vizcaya,2026,19.94516372680664,26.045780181884766,33.54524612426758,2028
Nueva Vizcaya,2027,20.14510726928711,26.30142593383789,33.870269775390625,2028
Nueva Vizcaya,2028,20.182825088500977,26.361652374267578,33.98533630371094,2028
Occidental Mindoro,2023,18.82994842529297,22.195693969726562,27.902997970581055,2028
Occidental Mindoro,2024,21.348102569580078,26.863338470458984,34.75920867919922,2028
Occidental Mindoro,2025,22.99007797241211,29.189010620117188,38.023765563964844,2028
Occidental Mindoro,2026,23.436832427978516,29.90456199645996,39.23815155029297,2028
Occidental Mindoro,2027,23.449909210205078,30.064449310302734,39.697662353515625,2028
Occidental Mindoro,2028,23.285934448242188,29.997028350830078,39.81255340576172,2028
Oriental Mindoro,2023,17.203876495361328,19.170074462890625,23.047300338745117,2028
Oriental Mindoro,2024,18.841569900512695,21.63245964050293,25.937076568603516,2028
Oriental Mindoro,2025,21.745508193969727,24.916576385498047,29.37253761291504,2028
Oriental Mindoro,2026,22.813983917236328,26.069303512573242,30.798913955688477,2028
Oriental Mindoro,2027,23.21860122680664,26.626874923706055,31.679121017456055,2028
Oriental Mindoro,2028,23.377151489257812,26.972549438476562,32.33221435546875,2028
Palawan,2023,27.728811264038086,29.431724548339844,31.533599853515625,2028
Palawan,2024,27.519756317138672,29.268156051635742,31.417579650878906,2028
Palawan,2025,27.341089248657227,29.126510620117188,31.30954933166504,2028
Palawan,2026,27.196752548217773,29.008718490600586,31.210041046142578,2028
Palawan,2027,27.080724716186523,28.91094970703125,31.121318817138672,2028
